RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa1
Date:	06-07-2020
Time:	10:26:32
Duration:	126	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	8.216	70.000			
00:00:00	7.409	70.000			
00:00:00	6.449	70.000			
00:00:00	5.451	70.000			
00:00:00	4.674	70.000			
00:00:00	3.706	70.000			
00:00:00	2.941	70.000			
00:00:00	2.321	70.000			
00:00:00	1.556	70.000			
00:00:00	0.934	70.000			
00:00:00	0.123	70.000			
00:00:00	-0.412	70.000			
00:00:00	-0.686	70.000			
00:00:00	-1.093	70.000			
00:00:00	-1.165	70.000			
00:00:00	-1.296	70.000			
00:00:00	-1.406	70.000			
00:00:00	-1.524	70.000			
00:00:00	-1.661	70.000			
00:00:00	-1.460	70.000			
00:00:00	-1.449	70.000			
00:00:00	-1.270	70.000			
00:00:00	-0.902	70.000			
00:00:00	-0.770	70.000			
00:00:00	-0.471	70.000			
00:00:00	-0.347	70.000			
00:00:00	-0.265	70.000			
00:00:00	0.018	70.000			
00:00:00	0.212	70.000			
00:00:00	0.269	70.000			
00:00:00	0.142	70.000			
00:00:00	-0.233	70.000			
00:00:00	-0.322	70.000			
00:00:00	-0.489	70.000			
00:00:00	-0.408	70.000			
00:00:00	-0.410	70.000			
00:00:00	-0.696	70.000			
00:00:00	-0.837	70.000			
00:00:00	-1.062	70.000			
00:00:00	-1.106	70.000			
00:00:00	-1.194	70.000			
00:00:00	-1.507	70.000			
00:00:00	-1.717	70.000			
00:00:00	-2.076	70.000			
00:00:00	-2.469	70.000			
00:00:00	-2.690	70.000			
00:00:00	-3.049	70.000			
00:00:00	-3.130	70.000			
00:00:00	-3.108	70.000			
00:00:00	-3.148	70.000			
00:00:00	-3.137	70.000			
00:00:00	-3.276	70.000			
00:00:00	-3.209	70.000			
00:00:00	-3.155	70.000			
00:00:00	-3.206	70.000			
00:00:00	-3.141	70.000			
00:00:00	-3.343	70.000			
00:00:00	-3.236	70.000			
00:00:00	-3.049	70.000			
00:00:00	-2.933	70.000			
00:00:00	-2.643	70.000			
00:00:00	-2.675	70.000			
00:00:00	-2.679	70.000			
00:00:00	-2.640	70.000			
00:00:00	-2.675	70.000			
00:00:00	-2.411	70.000			
00:00:00	-2.344	70.000			
00:00:00	-2.366	70.000			
00:00:00	-2.159	70.000			
00:00:00	-2.058	70.000			
00:00:00	-1.842	70.000			
00:00:00	-1.776	70.000			
00:00:00	-1.890	70.000			
00:00:00	-1.883	70.000			
00:00:00	-2.100	70.000			
00:00:00	-2.172	70.000			
00:00:00	-2.173	70.000			
00:00:00	-2.346	70.000			
00:00:00	-2.260	70.000			
00:00:00	-2.306	70.000			
00:00:00	-2.297	70.000			
00:00:00	-1.905	70.000			
00:00:00	-1.715	70.000			
00:00:00	-1.052	70.000			
00:00:00	-0.099	70.000			
00:00:00	1.080	70.000			
00:00:00	2.720	70.000			
00:00:00	4.393	70.000			
00:00:00	6.289	70.000			
00:00:00	8.088	70.000			
00:00:00	9.759	70.000			
00:00:00	11.297	70.000			
00:00:00	12.275	70.000			
