RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa rest 
Date:	13-07-2020
Time:	10:11:44
Duration:	92	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	32 SPS	128 SPS	
TIME	Sensor-E:SC/GSR	Sensor-G:BVP	Events	Segments	


00:00:00	1.120	0.118			
00:00:00	1.120	1.677			
00:00:00	1.120	3.247			
00:00:00	1.120	5.180			
00:00:00	1.120	6.134			
00:00:00	1.120	6.881			
00:00:00	1.120	7.447			
00:00:00	1.120	7.656			
00:00:00	1.119	7.851			
00:00:00	1.119	7.395			
00:00:00	1.119	6.889			
00:00:00	1.119	6.250			
00:00:00	1.119	4.764			
00:00:00	1.119	3.624			
00:00:00	1.119	2.208			
00:00:00	1.119	0.509			
00:00:00	1.119	-0.927			
00:00:00	1.119	-2.458			
00:00:00	1.119	-3.731			
00:00:00	1.119	-5.030			
00:00:00	1.119	-6.545			
00:00:00	1.119	-7.698			
00:00:00	1.119	-8.613			
00:00:00	1.119	-8.605			
00:00:00	1.118	-8.572			
00:00:00	1.118	-8.231			
00:00:00	1.118	-6.770			
00:00:00	1.118	-5.487			
00:00:00	1.118	-3.873			
00:00:00	1.118	-2.343			
00:00:00	1.118	-1.292			
00:00:00	1.118	0.437			
00:00:00	1.118	2.043			
00:00:00	1.118	3.318			
00:00:00	1.118	4.120			
00:00:00	1.118	4.109			
00:00:00	1.118	4.194			
00:00:00	1.118	3.890			
00:00:00	1.118	3.522			
00:00:00	1.118	3.022			
00:00:00	1.117	1.937			
00:00:00	1.117	0.906			
00:00:00	1.117	-0.270			
00:00:00	1.117	-1.786			
00:00:00	1.117	-3.044			
00:00:00	1.117	-4.678			
00:00:00	1.117	-5.567			
00:00:00	1.117	-6.088			
00:00:00	1.117	-6.805			
00:00:00	1.117	-7.068			
00:00:00	1.117	-7.300			
00:00:00	1.117	-7.464			
00:00:00	1.117	-7.086			
00:00:00	1.117	-6.233			
00:00:00	1.117	-4.588			
00:00:00	1.117	-3.319			
00:00:00	1.116	-2.156			
00:00:00	1.116	-0.598			
00:00:00	1.116	0.819			
00:00:00	1.116	2.427			
00:00:00	1.116	4.091			
00:00:00	1.116	5.421			
00:00:00	1.116	6.596			
00:00:00	1.116	7.535			
00:00:00	1.116	8.964			
00:00:00	1.116	10.494			
00:00:00	1.116	12.174			
00:00:00	1.116	13.634			
00:00:00	1.116	14.611			
00:00:00	1.116	15.709			
00:00:00	1.116	16.586			
00:00:00	1.116	17.110			
00:00:00	1.115	17.757			
00:00:00	1.115	17.998			
00:00:00	1.115	18.110			
00:00:00	1.115	17.780			
00:00:00	1.115	17.319			
00:00:00	1.115	17.367			
00:00:00	1.115	17.655			
00:00:00	1.115	17.832			
00:00:00	1.115	18.090			
00:00:00	1.115	18.028			
00:00:00	1.115	17.969			
00:00:00	1.115	18.138			
00:00:00	1.114	18.917			
00:00:00	1.114	19.662			
00:00:00	1.114	19.913			
00:00:00	1.114	19.327			
00:00:00	1.114	18.273			
00:00:00	1.114	16.606			
00:00:00	1.114	14.623			
00:00:00	1.114	12.191			
00:00:00	1.114	9.502			
00:00:00	1.114	6.873			
00:00:00	1.114	3.971			
00:00:00	1.114	1.459			
00:00:00	1.114	-0.652			
00:00:00	1.114	-2.438			
00:00:00	1.114	-3.588			
00:00:00	1.114	-4.487			
00:00:00	1.113	-4.664			
00:00:00	1.113	-4.550			
00:00:00	1.113	0.812			
00:00:00	1.113	6.149			
00:00:00	1.112	3.536			
00:00:00	1.112	0.952			
00:00:00	1.112	-8.159			
00:00:00	1.112	-8.051			
00:00:00	1.111	-7.778			
00:00:00	1.111	-6.854			
00:00:00	1.111	-5.902			
00:00:00	1.111	-4.881			
00:00:00	1.111	-3.463			
00:00:00	1.111	-2.335			
00:00:00	1.111	-0.731			
00:00:00	1.111	1.040			
00:00:00	1.111	2.165			
00:00:00	1.111	3.297			
00:00:00	1.111	3.980			
00:00:00	1.111	4.436			
00:00:00	1.110	3.763			
00:00:00	1.110	2.769			
00:00:00	1.110	1.846			
00:00:00	1.110	0.605			
00:00:00	1.110	-0.769			
00:00:00	1.110	-1.921			
00:00:00	1.110	-6.529			
00:00:00	1.110	-5.780			
00:00:01	1.109	-6.171			
00:00:01	1.109	-0.399			
00:00:01	1.109	2.723			
00:00:01	1.109	5.194			
00:00:01	1.108	6.309			
00:00:01	1.108	8.006			
00:00:01	1.108	9.654			
00:00:01	1.108	10.970			
00:00:01	1.108	12.519			
00:00:01	1.108	13.793			
00:00:01	1.108	15.078			
00:00:01	1.108	16.417			
00:00:01	1.107	15.864			
00:00:01	1.107	15.524			
00:00:01	1.107	15.756			
00:00:01	1.107	16.550			
00:00:01	1.106	16.860			
00:00:01	1.106	15.129			
00:00:01	1.106	16.860			
00:00:01	1.106	15.129			
00:00:01	1.105	0.469			
00:00:01	1.105	-6.007			
00:00:01	1.105	-5.811			
00:00:01	1.105	-0.749			
00:00:01	1.104	7.905			
00:00:01	1.104	7.642			
00:00:01	1.104	6.864			
00:00:01	1.104	5.892			
00:00:01	1.103	0.852			
00:00:01	1.103	-1.478			
00:00:01	1.103	-4.647			
00:00:01	1.103	-3.363			
00:00:01	1.103	-3.254			
00:00:01	1.103	-3.180			
00:00:01	1.103	-3.216			
00:00:01	1.103	-2.607			
00:00:01	1.102	-2.503			
00:00:01	1.102	-1.660			
00:00:01	1.102	-1.626			
00:00:01	1.102	-1.466			
00:00:01	1.102	-1.878			
00:00:01	1.102	-1.482			
00:00:01	1.102	-1.286			
00:00:01	1.102	-1.138			
00:00:01	1.101	-1.256			
00:00:01	1.101	-1.675			
00:00:01	1.101	-0.846			
00:00:01	1.101	-1.085			
00:00:01	1.101	-1.178			
00:00:01	1.101	-1.148			
00:00:01	1.101	-0.831			
00:00:01	1.101	-0.856			
00:00:01	1.100	-1.112			
00:00:01	1.100	-1.001			
00:00:01	1.100	-1.164			
00:00:01	1.100	-1.261			
00:00:01	1.100	-1.552			
00:00:01	1.100	-1.651			
00:00:01	1.100	-0.915			
00:00:01	1.100	0.312			
00:00:01	1.100	1.651			
00:00:01	1.100	2.757			
00:00:01	1.100	4.846			
00:00:01	1.100	7.313			
00:00:01	1.099	19.461			
00:00:01	1.099	20.999			
00:00:01	1.099	22.588			
00:00:01	1.099	24.120			
00:00:01	1.099	23.235			
00:00:01	1.099	22.432			
00:00:01	1.099	22.014			
00:00:01	1.099	20.462			
00:00:01	1.098	21.415			
00:00:01	1.098	20.462			
00:00:01	1.098	19.492			
00:00:01	1.098	18.298			
00:00:01	1.098	17.429			
00:00:01	1.098	16.404			
00:00:01	1.098	15.039			
00:00:01	1.098	14.190			
00:00:01	1.098	13.124			
00:00:01	1.098	12.207			
00:00:01	1.098	5.044			
00:00:01	1.098	3.414			
00:00:01	1.097	2.381			
00:00:01	1.097	1.565			
00:00:01	1.097	1.094			
00:00:01	1.097	0.803			
00:00:01	1.097	1.687			
00:00:01	1.097	1.754			
00:00:01	1.097	1.972			
00:00:01	1.097	0.470			
00:00:01	1.096	-0.319			
00:00:01	1.096	-0.244			
00:00:01	1.096	-0.517			
00:00:01	1.096	-0.570			
00:00:01	1.095	-0.967			
00:00:01	1.095	-1.387			
00:00:01	1.095	-1.666			
00:00:01	1.095	-1.619			
00:00:01	1.095	-1.656			
00:00:01	1.095	-2.004			
00:00:01	1.095	-2.050			
00:00:01	1.095	-2.244			
00:00:01	1.095	-2.050			
00:00:01	1.095	-2.333			
00:00:01	1.095	-2.204			
00:00:01	1.095	-1.814			
00:00:01	1.095	-1.641			
00:00:01	1.095	-2.304			
00:00:01	1.095	-2.052			
00:00:01	1.095	-1.350			
00:00:01	1.094	-1.524			
00:00:01	1.094	-1.453			
00:00:01	1.094	-0.975			
00:00:01	1.094	-1.181			
00:00:01	1.094	-1.341			
00:00:01	1.094	-0.625			
00:00:01	1.094	-0.419			
00:00:01	1.094	-0.746			
00:00:01	1.093	-0.901			
00:00:01	1.093	-0.695			
00:00:01	1.093	-0.583			
00:00:01	1.093	-0.390			
00:00:01	1.093	-1.699			
00:00:01	1.093	-1.955			
00:00:01	1.093	-0.310			
00:00:01	1.093	0.821			
00:00:02	1.092	2.977			
00:00:02	1.092	8.263			
00:00:02	1.092	10.955			
00:00:02	1.092	13.740			
00:00:02	1.092	16.416			
00:00:02	1.092	18.359			
00:00:02	1.092	23.244			
00:00:02	1.092	24.175			
00:00:02	1.092	24.259			
00:00:02	1.092	23.557			
00:00:02	1.092	20.354			
00:00:02	1.092	13.888			
00:00:02	1.091	12.884			
00:00:02	1.091	11.893			
00:00:02	1.091	10.901			
00:00:02	1.091	9.657			
00:00:02	1.091	7.403			
00:00:02	1.091	4.743			
00:00:02	1.091	3.321			
00:00:02	1.091	0.699			
00:00:02	1.090	1.754			
00:00:02	1.090	1.409			
00:00:02	1.090	0.988			
00:00:02	1.090	0.930			
00:00:02	1.090	0.661			
00:00:02	1.090	0.470			
00:00:02	1.090	-0.023			
00:00:02	1.090	-1.024			
00:00:02	1.089	-1.024			
00:00:02	1.089	-1.344			
00:00:02	1.089	-1.684			
00:00:02	1.089	-2.407			
00:00:02	1.089	-2.084			
00:00:02	1.089	-2.601			
00:00:02	1.089	-2.604			
00:00:02	1.089	-2.554			
00:00:02	1.088	-2.319			
00:00:02	1.088	-2.590			
00:00:02	1.088	-2.480			
00:00:02	1.088	-2.435			
00:00:02	1.088	-2.371			
00:00:02	1.088	-1.861			
00:00:02	1.088	-1.695			
00:00:02	1.088	-1.436			
00:00:02	1.088	-1.526			
00:00:02	1.088	-1.653			
00:00:02	1.088	-1.142			
00:00:02	1.088	-1.015			
00:00:02	1.087	-0.682			
00:00:02	1.087	-0.504			
00:00:02	1.087	-0.354			
00:00:02	1.087	-1.435			
00:00:02	1.087	-1.858			
00:00:02	1.087	-2.234			
00:00:02	1.087	-2.149			
00:00:02	1.087	-1.688			
00:00:02	1.087	-1.737			
00:00:02	1.087	-1.625			
00:00:02	1.087	-1.606			
00:00:02	1.087	-1.936			
00:00:02	1.086	-1.895			
00:00:02	1.086	4.774			
00:00:02	1.086	7.122			
00:00:02	1.086	9.841			
00:00:02	1.086	18.509			
00:00:02	1.086	20.546			
00:00:02	1.086	22.728			
00:00:02	1.086	22.728			
00:00:02	1.085	22.636			
00:00:02	1.085	18.013			
00:00:02	1.085	16.684			
00:00:02	1.085	15.060			
00:00:02	1.085	13.492			
00:00:02	1.085	12.532			
00:00:02	1.085	11.230			
00:00:02	1.085	10.230			
00:00:02	1.085	9.504			
00:00:02	1.085	8.270			
00:00:02	1.085	7.121			
00:00:02	1.085	5.468			
00:00:02	1.084	1.035			
00:00:02	1.084	0.400			
00:00:02	1.084	0.821			
00:00:02	1.084	0.750			
00:00:02	1.083	1.090			
00:00:02	1.083	1.677			
00:00:02	1.083	1.616			
00:00:02	1.083	1.677			
00:00:02	1.083	1.807			
00:00:02	1.083	1.616			
00:00:02	1.083	0.996			
00:00:02	1.083	0.767			
00:00:02	1.083	0.652			
00:00:02	1.083	0.116			
00:00:02	1.083	-0.261			
00:00:02	1.083	-0.621			
00:00:02	1.083	-1.092			
00:00:02	1.083	-1.559			
00:00:02	1.083	-1.847			
00:00:02	1.083	-1.990			
00:00:02	1.082	-2.542			
00:00:02	1.082	-2.750			
00:00:02	1.082	-2.929			
00:00:02	1.082	-3.022			
00:00:02	1.082	-3.036			
00:00:02	1.082	-3.021			
00:00:02	1.082	-3.291			
00:00:02	1.082	-2.149			
00:00:02	1.081	-2.149			
00:00:02	1.081	-1.608			
00:00:02	1.081	-1.010			
00:00:02	1.081	-0.790			
00:00:02	1.080	-1.602			
00:00:02	1.080	-1.602			
00:00:02	1.080	-1.679			
00:00:02	1.080	-1.402			
00:00:02	1.080	-1.649			
00:00:02	1.080	-2.592			
00:00:02	1.080	-2.591			
00:00:02	1.080	-2.170			
00:00:02	1.080	-1.628			
00:00:02	1.080	-1.188			
00:00:02	1.080	-0.422			
00:00:02	1.080	0.596			
00:00:02	1.080	2.488			
00:00:02	1.080	4.874			
00:00:02	1.080	7.189			
00:00:02	1.080	9.823			
00:00:03	1.079	12.356			
00:00:03	1.079	18.250			
00:00:03	1.079	21.887			
00:00:03	1.079	21.095			
00:00:03	1.079	20.032			
00:00:03	1.079	18.989			
00:00:03	1.079	17.758			
00:00:03	1.079	16.771			
00:00:03	1.079	15.608			
00:00:03	1.079	14.303			
00:00:03	1.079	13.341			
00:00:03	1.079	7.668			
00:00:03	1.078	6.797			
00:00:03	1.078	4.580			
00:00:03	1.078	3.407			
00:00:03	1.078	2.144			
00:00:03	1.077	-0.726			
00:00:03	1.077	0.792			
00:00:03	1.077	0.742			
00:00:03	1.077	0.075			
00:00:03	1.077	-0.017			
00:00:03	1.077	0.323			
00:00:03	1.077	0.097			
00:00:03	1.077	0.197			
00:00:03	1.076	-0.028			
00:00:03	1.076	-2.044			
00:00:03	1.076	-2.048			
00:00:03	1.076	-2.082			
00:00:03	1.076	-2.169			
00:00:03	1.076	-2.308			
00:00:03	1.076	-2.455			
00:00:03	1.076	-2.544			
00:00:03	1.076	-2.846			
00:00:03	1.076	-2.960			
00:00:03	1.076	-2.887			
00:00:03	1.076	-2.938			
00:00:03	1.076	-3.047			
00:00:03	1.076	-3.047			
00:00:03	1.076	-3.578			
00:00:03	1.076	-3.803			
00:00:03	1.075	-3.346			
00:00:03	1.075	-3.208			
00:00:03	1.075	-2.800			
00:00:03	1.075	-3.054			
00:00:03	1.075	-3.192			
00:00:03	1.075	-2.866			
00:00:03	1.075	-2.741			
00:00:03	1.075	-2.798			
00:00:03	1.075	-1.701			
00:00:03	1.075	-1.737			
00:00:03	1.075	-1.387			
00:00:03	1.075	-1.884			
00:00:03	1.074	-2.337			
00:00:03	1.074	-2.502			
00:00:03	1.074	-1.625			
00:00:03	1.074	-0.488			
00:00:03	1.074	3.127			
00:00:03	1.074	22.175			
00:00:03	1.074	22.305			
00:00:03	1.074	22.154			
00:00:03	1.073	16.815			
00:00:03	1.073	15.703			
00:00:03	1.073	14.604			
00:00:03	1.073	14.604			
00:00:03	1.073	13.623			
00:00:03	1.073	11.379			
00:00:03	1.073	10.395			
00:00:03	1.073	9.202			
00:00:03	1.073	8.088			
00:00:03	1.073	6.988			
00:00:03	1.073	5.478			
00:00:03	1.073	4.029			
00:00:03	1.073	-0.014			
00:00:03	1.073	-1.070			
00:00:03	1.073	-1.743			
00:00:03	1.073	-1.830			
00:00:03	1.072	-1.529			
00:00:03	1.072	-1.297			
00:00:03	1.072	0.458			
00:00:03	1.072	0.890			
00:00:03	1.072	0.279			
00:00:03	1.072	0.247			
00:00:03	1.072	-0.612			
00:00:03	1.072	-1.052			
00:00:03	1.072	-1.376			
00:00:03	1.072	-1.375			
00:00:03	1.072	-1.375			
00:00:03	1.072	-1.622			
00:00:03	1.071	-1.876			
00:00:03	1.071	-1.911			
00:00:03	1.071	-2.658			
00:00:03	1.071	-2.692			
00:00:03	1.071	-2.658			
00:00:03	1.071	-2.570			
00:00:03	1.071	-1.917			
00:00:03	1.071	-1.572			
00:00:03	1.071	-1.393			
00:00:03	1.071	-1.281			
00:00:03	1.071	-1.346			
00:00:03	1.071	-2.064			
00:00:03	1.070	-2.514			
00:00:03	1.070	-0.723			
00:00:03	1.070	1.050			
00:00:03	1.070	13.125			
00:00:03	1.070	15.627			
00:00:03	1.070	17.811			
00:00:03	1.070	20.799			
00:00:03	1.070	21.896			
00:00:03	1.070	21.036			
00:00:03	1.070	19.295			
00:00:03	1.070	18.631			
00:00:03	1.070	17.855			
00:00:03	1.070	17.855			
00:00:03	1.070	15.305			
00:00:03	1.070	11.483			
00:00:03	1.070	10.438			
00:00:03	1.069	3.519			
00:00:03	1.069	1.419			
00:00:03	1.069	0.833			
00:00:03	1.069	0.172			
00:00:03	1.069	-0.678			
00:00:03	1.069	-1.160			
00:00:03	1.069	-1.453			
00:00:03	1.069	-1.040			
00:00:03	1.069	-0.764			
00:00:03	1.069	0.282			
00:00:03	1.069	0.526			
00:00:03	1.069	0.408			
00:00:04	1.069	0.669			
00:00:04	1.069	-0.137			
00:00:04	1.069	-0.252			
00:00:04	1.069	-1.199			
00:00:04	1.069	-1.638			
00:00:04	1.069	-2.190			
00:00:04	1.069	-2.698			
00:00:04	1.069	-2.625			
00:00:04	1.069	-2.704			
00:00:04	1.069	-3.234			
00:00:04	1.069	-3.463			
00:00:04	1.069	-3.376			
00:00:04	1.069	-4.120			
00:00:04	1.069	-4.120			
00:00:04	1.069	-3.442			
00:00:04	1.069	-3.219			
00:00:04	1.069	-2.436			
00:00:04	1.069	-2.322			
00:00:04	1.069	-2.490			
00:00:04	1.069	-2.840			
00:00:04	1.069	-3.258			
00:00:04	1.069	-2.989			
00:00:04	1.069	-2.960			
00:00:04	1.069	-2.949			
00:00:04	1.069	-3.026			
00:00:04	1.069	-3.071			
00:00:04	1.069	-3.071			
00:00:04	1.069	-1.367			
00:00:04	1.070	-0.470			
00:00:04	1.070	5.357			
00:00:04	1.070	18.577			
00:00:04	1.070	20.080			
00:00:04	1.070	21.314			
00:00:04	1.070	21.914			
00:00:04	1.070	22.026			
00:00:04	1.070	21.745			
00:00:04	1.070	21.508			
00:00:04	1.070	21.096			
00:00:04	1.070	20.401			
00:00:04	1.070	19.665			
00:00:04	1.070	18.654			
00:00:04	1.070	17.690			
00:00:04	1.070	18.654			
00:00:04	1.070	17.690			
00:00:04	1.070	14.150			
00:00:04	1.070	12.621			
00:00:04	1.070	11.544			
00:00:04	1.070	10.740			
00:00:04	1.070	9.857			
00:00:04	1.070	9.098			
00:00:04	1.070	1.158			
00:00:04	1.070	-0.434			
00:00:04	1.071	-0.827			
00:00:04	1.071	-0.808			
00:00:04	1.071	-0.712			
00:00:04	1.071	-0.110			
00:00:04	1.071	0.084			
00:00:04	1.071	0.331			
00:00:04	1.071	0.271			
00:00:04	1.071	0.681			
00:00:04	1.072	0.727			
00:00:04	1.072	0.201			
00:00:04	1.072	-0.932			
00:00:04	1.072	-1.592			
00:00:04	1.072	-2.173			
00:00:04	1.072	-3.148			
00:00:04	1.072	-3.327			
00:00:04	1.072	-3.620			
00:00:04	1.073	-3.599			
00:00:04	1.073	-3.578			
00:00:04	1.073	-3.098			
00:00:04	1.073	-2.961			
00:00:04	1.074	-2.178			
00:00:04	1.074	-1.997			
00:00:04	1.074	-2.437			
00:00:04	1.074	-2.602			
00:00:04	1.074	-2.582			
00:00:04	1.074	-2.601			
00:00:04	1.074	-2.300			
00:00:04	1.074	-1.605			
00:00:04	1.075	-0.856			
00:00:04	1.075	1.313			
00:00:04	1.075	0.047			
00:00:04	1.075	11.018			
00:00:04	1.075	13.626			
00:00:04	1.075	17.657			
00:00:04	1.075	19.652			
00:00:04	1.075	21.042			
00:00:04	1.077	13.379			
00:00:04	1.077	11.384			
00:00:04	1.077	2.925			
00:00:04	1.077	1.850			
00:00:04	1.078	0.093			
00:00:04	1.078	-0.073			
00:00:04	1.078	0.165			
00:00:04	1.078	0.539			
00:00:04	1.078	0.524			
00:00:04	1.078	0.047			
00:00:04	1.078	-0.269			
00:00:04	1.078	-0.526			
00:00:04	1.079	-0.138			
00:00:04	1.079	-1.594			
00:00:04	1.079	-3.331			
00:00:04	1.079	-3.105			
00:00:04	1.080	-3.360			
00:00:04	1.080	-2.511			
00:00:04	1.080	-2.433			
00:00:04	1.080	-2.166			
00:00:04	1.080	-1.996			
00:00:04	1.080	-1.667			
00:00:04	1.080	-2.166			
00:00:04	1.080	-2.452			
00:00:04	1.081	-2.904			
00:00:04	1.081	0.893			
00:00:04	1.081	2.784			
00:00:04	1.081	5.158			
00:00:04	1.081	7.272			
00:00:04	1.081	9.730			
00:00:04	1.081	12.339			
00:00:04	1.081	21.156			
00:00:04	1.082	20.920			
00:00:04	1.082	19.489			
00:00:04	1.082	18.533			
00:00:04	1.082	10.866			
00:00:04	1.082	12.111			
00:00:04	1.082	8.158			
00:00:04	1.082	5.877			
00:00:04	1.082	4.640			
00:00:05	1.083	3.231			
00:00:05	1.083	0.772			
00:00:05	1.083	0.580			
00:00:05	1.083	-0.117			
00:00:05	1.083	0.201			
00:00:05	1.083	1.206			
00:00:05	1.083	-0.333			
00:00:05	1.083	-0.948			
00:00:05	1.083	-1.172			
00:00:05	1.083	-1.172			
00:00:05	1.083	-2.495			
00:00:05	1.083	-2.752			
00:00:05	1.084	-3.150			
00:00:05	1.084	-3.105			
00:00:05	1.084	-3.297			
00:00:05	1.084	-3.297			
00:00:05	1.084	-3.491			
00:00:05	1.084	-3.593			
00:00:05	1.084	-3.752			
00:00:05	1.084	-3.924			
00:00:05	1.084	-3.662			
00:00:05	1.084	-3.837			
00:00:05	1.084	-2.240			
00:00:05	1.084	-2.147			
00:00:05	1.084	-2.201			
00:00:05	1.084	-1.901			
00:00:05	1.084	-2.040			
00:00:05	1.084	-2.418			
00:00:05	1.084	-2.641			
00:00:05	1.084	-2.729			
00:00:05	1.084	-2.569			
00:00:05	1.084	-2.615			
00:00:05	1.085	-2.822			
00:00:05	1.085	-3.336			
00:00:05	1.085	-3.100			
00:00:05	1.085	-2.911			
00:00:05	1.085	-2.077			
00:00:05	1.085	9.883			
00:00:05	1.085	12.544			
00:00:05	1.085	14.807			
00:00:05	1.085	16.384			
00:00:05	1.085	20.558			
00:00:05	1.085	21.179			
00:00:05	1.085	20.666			
00:00:05	1.085	20.052			
00:00:05	1.085	19.253			
00:00:05	1.085	18.306			
00:00:05	1.085	13.909			
00:00:05	1.086	12.615			
00:00:05	1.086	6.049			
00:00:05	1.086	2.736			
00:00:05	1.086	-0.668			
00:00:05	1.086	-0.337			
00:00:05	1.086	-0.091			
00:00:05	1.086	0.408			
00:00:05	1.086	0.847			
00:00:05	1.087	0.610			
00:00:05	1.087	0.743			
00:00:05	1.087	0.541			
00:00:05	1.087	0.501			
00:00:05	1.087	-1.181			
00:00:05	1.087	-2.286			
00:00:05	1.087	-2.126			
00:00:05	1.087	-2.532			
00:00:05	1.087	-3.218			
00:00:05	1.087	-3.391			
00:00:05	1.087	-3.783			
00:00:05	1.087	-3.720			
00:00:05	1.087	-3.703			
00:00:05	1.087	-3.720			
00:00:05	1.087	-3.488			
00:00:05	1.087	-3.564			
00:00:05	1.088	-3.062			
00:00:05	1.088	-2.888			
00:00:05	1.088	-2.776			
00:00:05	1.088	-2.935			
00:00:05	1.088	-2.177			
00:00:05	1.088	-1.454			
00:00:05	1.088	-0.620			
00:00:05	1.088	0.993			
00:00:05	1.088	10.857			
00:00:05	1.088	13.065			
00:00:05	1.088	17.270			
00:00:05	1.088	19.345			
00:00:05	1.089	19.016			
00:00:05	1.089	18.072			
00:00:05	1.089	17.017			
00:00:05	1.089	16.078			
00:00:05	1.089	14.938			
00:00:05	1.089	12.951			
00:00:05	1.089	12.022			
00:00:05	1.089	11.289			
00:00:05	1.089	9.990			
00:00:05	1.089	2.563			
00:00:05	1.089	2.563			
00:00:05	1.089	-1.014			
00:00:05	1.089	-0.796			
00:00:05	1.089	-0.468			
00:00:05	1.089	-0.595			
00:00:05	1.089	-0.494			
00:00:05	1.089	-0.499			
00:00:05	1.089	-0.026			
00:00:05	1.089	0.477			
00:00:05	1.089	0.301			
00:00:05	1.089	0.283			
00:00:05	1.089	-0.222			
00:00:05	1.089	0.061			
00:00:05	1.089	-0.222			
00:00:05	1.089	-0.258			
00:00:05	1.089	-0.677			
00:00:05	1.089	-1.040			
00:00:05	1.089	-1.786			
00:00:05	1.089	-1.807			
00:00:05	1.089	-2.312			
00:00:05	1.089	-2.425			
00:00:05	1.089	-3.027			
00:00:05	1.089	-3.135			
00:00:05	1.089	-3.396			
00:00:05	1.089	-3.492			
00:00:05	1.089	-3.463			
00:00:05	1.089	-3.376			
00:00:05	1.089	-3.048			
00:00:05	1.089	-2.921			
00:00:05	1.089	-2.576			
00:00:05	1.089	-2.328			
00:00:05	1.089	-1.620			
00:00:05	1.089	-1.589			
00:00:05	1.089	-1.767			
00:00:06	1.089	-2.068			
00:00:06	1.089	-2.074			
00:00:06	1.089	-2.053			
00:00:06	1.089	-2.782			
00:00:06	1.089	-2.621			
00:00:06	1.089	-2.848			
00:00:06	1.089	-2.247			
00:00:06	1.089	0.041			
00:00:06	1.089	3.607			
00:00:06	1.089	8.799			
00:00:06	1.089	11.642			
00:00:06	1.089	19.621			
00:00:06	1.089	21.475			
00:00:06	1.089	20.002			
00:00:06	1.089	14.218			
00:00:06	1.089	13.438			
00:00:06	1.089	12.451			
00:00:06	1.089	11.524			
00:00:06	1.089	10.352			
00:00:06	1.089	8.714			
00:00:06	1.089	7.501			
00:00:06	1.089	6.298			
00:00:06	1.089	5.318			
00:00:06	1.089	4.290			
00:00:06	1.090	2.704			
00:00:06	1.090	2.704			
00:00:06	1.090	1.492			
00:00:06	1.090	0.431			
00:00:06	1.090	-0.312			
00:00:06	1.090	-0.826			
00:00:06	1.090	-1.042			
00:00:06	1.090	-1.235			
00:00:06	1.090	-0.494			
00:00:06	1.090	0.360			
00:00:06	1.090	0.108			
00:00:06	1.090	0.313			
00:00:06	1.091	0.217			
00:00:06	1.091	-0.104			
00:00:06	1.091	-0.669			
00:00:06	1.091	-2.744			
00:00:06	1.091	-2.687			
00:00:06	1.091	-2.719			
00:00:06	1.091	-2.929			
00:00:06	1.091	-2.923			
00:00:06	1.092	-4.331			
00:00:06	1.092	-4.134			
00:00:06	1.092	-4.102			
00:00:06	1.092	-3.567			
00:00:06	1.092	-2.966			
00:00:06	1.092	-2.831			
00:00:06	1.092	-2.719			
00:00:06	1.092	-2.247			
00:00:06	1.092	-2.247			
00:00:06	1.092	-2.293			
00:00:06	1.092	-2.276			
00:00:06	1.092	-1.620			
00:00:06	1.093	-2.603			
00:00:06	1.093	-2.338			
00:00:06	1.093	-2.637			
00:00:06	1.093	-1.023			
00:00:06	1.093	2.296			
00:00:06	1.093	14.654			
00:00:06	1.093	14.654			
00:00:06	1.093	16.555			
00:00:06	1.094	18.436			
00:00:06	1.094	19.843			
00:00:06	1.094	22.441			
00:00:06	1.094	21.727			
00:00:06	1.094	18.791			
00:00:06	1.094	16.464			
00:00:06	1.094	15.177			
00:00:06	1.094	14.144			
00:00:06	1.094	12.690			
00:00:06	1.094	9.971			
00:00:06	1.094	12.690			
00:00:06	1.094	4.809			
00:00:06	1.094	3.469			
00:00:06	1.094	3.469			
00:00:06	1.094	0.111			
00:00:06	1.094	-0.928			
00:00:06	1.094	0.159			
00:00:06	1.094	0.621			
00:00:06	1.094	0.854			
00:00:06	1.094	0.504			
00:00:06	1.094	0.619			
00:00:06	1.094	0.585			
00:00:06	1.094	0.546			
00:00:06	1.094	-0.073			
00:00:06	1.095	-1.638			
00:00:06	1.095	-1.889			
00:00:06	1.095	-2.228			
00:00:06	1.095	-2.964			
00:00:06	1.095	-2.969			
00:00:06	1.095	-3.036			
00:00:06	1.095	-3.268			
00:00:06	1.095	-3.726			
00:00:06	1.095	-3.596			
00:00:06	1.095	-3.448			
00:00:06	1.095	-3.440			
00:00:06	1.095	-3.469			
00:00:06	1.095	-3.355			
00:00:06	1.095	-3.237			
00:00:06	1.095	-2.761			
00:00:06	1.095	-2.615			
00:00:06	1.095	-2.329			
00:00:06	1.095	-1.808			
00:00:06	1.095	-1.752			
00:00:06	1.095	-1.979			
00:00:06	1.095	-1.513			
00:00:06	1.095	-1.503			
00:00:06	1.095	-2.962			
00:00:06	1.095	-2.924			
00:00:06	1.094	-2.934			
00:00:06	1.094	-2.625			
00:00:06	1.094	-1.655			
00:00:06	1.094	5.473			
00:00:06	1.094	10.846			
00:00:06	1.094	13.431			
00:00:06	1.094	16.180			
00:00:06	1.094	18.507			
00:00:06	1.094	20.294			
00:00:06	1.094	21.425			
00:00:06	1.094	22.021			
00:00:06	1.094	19.793			
