RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa10
Date:	06-07-2020
Time:	10:53:59
Duration:	120	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	11.196	70.000			
00:00:00	10.540	70.000			
00:00:00	9.773	70.000			
00:00:00	9.430	70.000			
00:00:00	8.494	70.000			
00:00:00	7.890	70.000			
00:00:00	7.197	70.000			
00:00:00	6.209	70.000			
00:00:00	5.777	70.000			
00:00:00	4.961	70.000			
00:00:00	4.263	70.000			
00:00:00	3.505	70.000			
00:00:00	2.189	70.000			
00:00:00	1.722	70.000			
00:00:00	0.930	70.000			
00:00:00	0.199	70.000			
00:00:00	-0.319	70.000			
00:00:00	-1.232	70.000			
00:00:00	-1.186	70.000			
00:00:00	-1.297	70.000			
00:00:00	-1.436	70.000			
00:00:00	-1.125	70.000			
00:00:00	-1.318	70.000			
00:00:00	-0.965	70.000			
00:00:00	-0.830	70.000			
00:00:00	-0.888	70.000			
00:00:00	-0.194	70.000			
00:00:00	-0.360	70.000			
00:00:00	-0.215	70.000			
00:00:00	0.049	70.000			
00:00:00	-0.210	70.000			
00:00:00	0.400	70.000			
00:00:00	0.149	70.000			
00:00:00	0.099	70.000			
00:00:00	0.491	70.000			
00:00:00	0.014	70.000			
00:00:00	0.332	70.000			
00:00:00	0.009	70.000			
00:00:00	-0.100	70.000			
00:00:00	0.303	70.000			
00:00:00	-0.367	70.000			
00:00:00	-0.310	70.000			
00:00:00	-0.659	70.000			
00:00:00	-1.132	70.000			
00:00:00	-0.677	70.000			
00:00:00	-1.191	70.000			
00:00:00	-1.148	70.000			
00:00:00	-1.149	70.000			
00:00:00	-1.752	70.000			
00:00:00	-1.585	70.000			
00:00:00	-2.092	70.000			
00:00:00	-2.153	70.000			
00:00:00	-2.156	70.000			
00:00:00	-2.612	70.000			
00:00:00	-2.015	70.000			
00:00:00	-2.352	70.000			
00:00:00	-2.527	70.000			
00:00:00	-2.329	70.000			
00:00:00	-2.905	70.000			
00:00:00	-2.490	70.000			
00:00:00	-2.737	70.000			
00:00:00	-2.953	70.000			
00:00:00	-2.393	70.000			
00:00:00	-2.888	70.000			
00:00:00	-2.540	70.000			
00:00:00	-2.455	70.000			
00:00:00	-2.779	70.000			
00:00:00	-2.317	70.000			
00:00:00	-2.774	70.000			
00:00:00	-2.691	70.000			
00:00:00	-2.433	70.000			
00:00:00	-2.701	70.000			
00:00:00	-2.205	70.000			
00:00:00	-2.435	70.000			
00:00:00	-2.464	70.000			
00:00:00	-2.291	70.000			
00:00:00	-2.764	70.000			
00:00:00	-2.204	70.000			
00:00:00	-2.066	70.000			
00:00:00	-1.872	70.000			
00:00:00	-1.038	70.000			
00:00:00	-0.825	70.000			
00:00:00	0.207	70.000			
00:00:00	1.126	70.000			
00:00:00	2.294	70.000			
00:00:00	4.150	70.000			
00:00:00	5.496	70.000			
00:00:00	7.251	70.000			
00:00:00	8.808	70.000			
00:00:00	9.838	70.000			
00:00:00	11.179	70.000			
00:00:00	11.635	70.000			
00:00:00	12.352	70.000			
00:00:00	12.835	70.000			
