RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa5
Date:	06-07-2020
Time:	10:39:16
Duration:	122	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	1.577	70.000			
00:00:00	3.165	70.000			
00:00:00	4.856	70.000			
00:00:00	6.412	70.000			
00:00:00	8.207	70.000			
00:00:00	9.599	70.000			
00:00:00	11.094	70.000			
00:00:00	12.323	70.000			
00:00:00	12.992	70.000			
00:00:00	13.734	70.000			
00:00:00	14.125	70.000			
00:00:00	14.346	70.000			
00:00:00	14.363	70.000			
00:00:00	13.859	70.000			
00:00:00	13.620	70.000			
00:00:00	13.127	70.000			
00:00:00	12.647	70.000			
00:00:00	12.221	70.000			
00:00:00	11.290	70.000			
00:00:00	10.651	70.000			
00:00:00	10.034	70.000			
00:00:00	9.265	70.000			
00:00:00	8.675	70.000			
00:00:00	7.728	70.000			
00:00:00	7.016	70.000			
00:00:00	6.336	70.000			
00:00:00	5.446	70.000			
00:00:00	4.904	70.000			
00:00:00	4.088	70.000			
00:00:00	3.247	70.000			
00:00:00	2.611	70.000			
00:00:00	1.522	70.000			
00:00:00	0.956	70.000			
00:00:00	0.254	70.000			
00:00:00	-0.276	70.000			
00:00:00	-0.373	70.000			
00:00:00	-0.893	70.000			
00:00:00	-1.034	70.000			
00:00:00	-1.210	70.000			
00:00:00	-1.034	70.000			
00:00:00	-0.567	70.000			
00:00:00	-0.525	70.000			
00:00:00	-0.299	70.000			
00:00:00	-0.294	70.000			
00:00:00	-0.443	70.000			
00:00:00	-0.132	70.000			
00:00:00	-0.182	70.000			
00:00:00	-0.103	70.000			
00:00:00	-0.076	70.000			
00:00:00	-0.345	70.000			
00:00:00	-0.304	70.000			
00:00:00	-0.546	70.000			
00:00:00	-0.669	70.000			
00:00:00	-0.484	70.000			
00:00:00	-0.599	70.000			
00:00:00	-0.405	70.000			
00:00:00	-0.783	70.000			
00:00:00	-1.091	70.000			
00:00:00	-1.021	70.000			
00:00:00	-1.329	70.000			
00:00:00	-1.324	70.000			
00:00:00	-1.568	70.000			
00:00:00	-1.861	70.000			
00:00:00	-1.796	70.000			
00:00:00	-2.051	70.000			
00:00:00	-2.114	70.000			
00:00:00	-2.259	70.000			
00:00:00	-2.476	70.000			
00:00:00	-2.334	70.000			
00:00:00	-2.540	70.000			
00:00:00	-2.681	70.000			
00:00:00	-2.501	70.000			
00:00:00	-2.450	70.000			
00:00:00	-2.210	70.000			
00:00:00	-2.297	70.000			
00:00:00	-2.303	70.000			
00:00:00	-2.071	70.000			
00:00:00	-2.167	70.000			
00:00:00	-2.112	70.000			
00:00:00	-2.149	70.000			
00:00:00	-2.089	70.000			
00:00:00	-1.831	70.000			
00:00:00	-1.974	70.000			
00:00:00	-1.786	70.000			
00:00:00	-1.801	70.000			
00:00:00	-1.900	70.000			
00:00:00	-1.699	70.000			
00:00:00	-2.003	70.000			
00:00:00	-2.111	70.000			
00:00:00	-1.991	70.000			
00:00:00	-2.161	70.000			
00:00:00	-2.044	70.000			
00:00:00	-2.129	70.000			
00:00:00	-2.128	70.000			
