RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa8
Date:	06-07-2020
Time:	10:48:13
Duration:	120	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	14.860	70.000			
00:00:00	14.575	70.000			
00:00:00	14.346	70.000			
00:00:00	13.788	70.000			
00:00:00	12.819	70.000			
00:00:00	12.296	70.000			
00:00:00	11.372	70.000			
00:00:00	10.644	70.000			
00:00:00	9.902	70.000			
00:00:00	8.817	70.000			
00:00:00	8.271	70.000			
00:00:00	7.360	70.000			
00:00:00	6.604	70.000			
00:00:00	6.051	70.000			
00:00:00	5.203	70.000			
00:00:00	4.636	70.000			
00:00:00	3.652	70.000			
00:00:00	2.677	70.000			
00:00:00	1.945	70.000			
00:00:00	0.749	70.000			
00:00:00	0.097	70.000			
00:00:00	-0.537	70.000			
00:00:00	-1.066	70.000			
00:00:00	-1.285	70.000			
00:00:00	-1.938	70.000			
00:00:00	-1.988	70.000			
00:00:00	-1.969	70.000			
00:00:00	-2.070	70.000			
00:00:00	-1.678	70.000			
00:00:00	-1.679	70.000			
00:00:00	-1.394	70.000			
00:00:00	-0.930	70.000			
00:00:00	-0.833	70.000			
00:00:00	-0.498	70.000			
00:00:00	-0.584	70.000			
00:00:00	-0.683	70.000			
00:00:00	-0.598	70.000			
00:00:00	-0.910	70.000			
00:00:00	-0.873	70.000			
00:00:00	-0.957	70.000			
00:00:00	-1.109	70.000			
00:00:00	-1.094	70.000			
00:00:00	-1.646	70.000			
00:00:00	-1.798	70.000			
00:00:00	-2.004	70.000			
00:00:00	-2.261	70.000			
00:00:00	-2.213	70.000			
00:00:00	-2.771	70.000			
00:00:00	-2.915	70.000			
00:00:00	-2.935	70.000			
00:00:00	-3.161	70.000			
00:00:00	-3.006	70.000			
00:00:00	-3.280	70.000			
00:00:00	-3.286	70.000			
00:00:00	-3.149	70.000			
00:00:00	-3.343	70.000			
00:00:00	-3.130	70.000			
00:00:00	-3.140	70.000			
00:00:00	-3.164	70.000			
00:00:00	-3.043	70.000			
00:00:00	-3.350	70.000			
00:00:00	-3.423	70.000			
00:00:00	-3.661	70.000			
00:00:00	-3.862	70.000			
00:00:00	-3.836	70.000			
00:00:00	-4.076	70.000			
00:00:00	-3.835	70.000			
00:00:00	-3.529	70.000			
00:00:00	-3.319	70.000			
00:00:00	-2.689	70.000			
00:00:00	-2.511	70.000			
00:00:00	-2.122	70.000			
00:00:00	-1.788	70.000			
00:00:00	-1.892	70.000			
00:00:00	-1.706	70.000			
00:00:00	-1.769	70.000			
00:00:00	-1.706	70.000			
00:00:00	-1.561	70.000			
00:00:00	-1.760	70.000			
00:00:00	-1.494	70.000			
00:00:00	-1.680	70.000			
00:00:00	-1.901	70.000			
00:00:00	-1.743	70.000			
00:00:00	-2.037	70.000			
00:00:00	-1.853	70.000			
00:00:00	-1.803	70.000			
00:00:00	-2.081	70.000			
00:00:00	-2.026	70.000			
00:00:00	-2.320	70.000			
00:00:00	-2.277	70.000			
00:00:00	-1.940	70.000			
00:00:00	-1.828	70.000			
00:00:00	-0.990	70.000			
