RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa4
Date:	06-07-2020
Time:	10:36:19
Duration:	88	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	-2.758	70.000			
00:00:00	-3.359	70.000			
00:00:00	-2.943	70.000			
00:00:00	-3.250	70.000			
00:00:00	-3.171	70.000			
00:00:00	-2.914	70.000			
00:00:00	-3.376	70.000			
00:00:00	-3.313	70.000			
00:00:00	-3.642	70.000			
00:00:00	-3.693	70.000			
00:00:00	-3.580	70.000			
00:00:00	-3.823	70.000			
00:00:00	-3.526	70.000			
00:00:00	-3.721	70.000			
00:00:00	-3.671	70.000			
00:00:00	-3.089	70.000			
00:00:00	-3.177	70.000			
00:00:00	-2.777	70.000			
00:00:00	-2.806	70.000			
00:00:00	-2.962	70.000			
00:00:00	-2.371	70.000			
00:00:00	-2.497	70.000			
00:00:00	-2.313	70.000			
00:00:00	-2.402	70.000			
00:00:00	-2.863	70.000			
00:00:00	-2.677	70.000			
00:00:00	-3.112	70.000			
00:00:00	-2.991	70.000			
00:00:00	-2.783	70.000			
00:00:00	-3.137	70.000			
00:00:00	-2.796	70.000			
00:00:00	-2.903	70.000			
00:00:00	-2.820	70.000			
00:00:00	-2.521	70.000			
00:00:00	-2.562	70.000			
00:00:00	-1.826	70.000			
00:00:00	-1.516	70.000			
00:00:00	-0.710	70.000			
00:00:00	0.759	70.000			
00:00:00	1.677	70.000			
00:00:00	3.417	70.000			
00:00:00	5.085	70.000			
00:00:00	6.463	70.000			
00:00:00	8.373	70.000			
00:00:00	9.550	70.000			
00:00:00	11.076	70.000			
00:00:00	12.203	70.000			
00:00:00	12.772	70.000			
00:00:00	13.866	70.000			
00:00:00	13.893	70.000			
00:00:00	13.882	70.000			
00:00:00	13.770	70.000			
00:00:00	12.999	70.000			
00:00:00	12.772	70.000			
00:00:00	12.006	70.000			
00:00:00	11.265	70.000			
00:00:00	10.909	70.000			
00:00:00	9.826	70.000			
00:00:00	9.420	70.000			
00:00:00	8.488	70.000			
00:00:00	7.496	70.000			
00:00:00	7.084	70.000			
00:00:00	6.103	70.000			
00:00:00	5.644	70.000			
00:00:00	4.906	70.000			
00:00:00	3.828	70.000			
00:00:00	3.217	70.000			
00:00:00	1.927	70.000			
00:00:00	1.288	70.000			
00:00:00	0.824	70.000			
00:00:00	-0.159	70.000			
00:00:00	-0.376	70.000			
00:00:00	-1.298	70.000			
00:00:00	-1.547	70.000			
00:00:00	-1.547	70.000			
00:00:00	-2.028	70.000			
00:00:00	-1.908	70.000			
00:00:00	-2.011	70.000			
00:00:00	-1.900	70.000			
00:00:00	-1.351	70.000			
00:00:00	-1.632	70.000			
00:00:00	-1.277	70.000			
00:00:00	-0.872	70.000			
00:00:00	-0.950	70.000			
00:00:00	-0.583	70.000			
00:00:00	-0.868	70.000			
00:00:00	-0.848	70.000			
00:00:00	-1.038	70.000			
00:00:00	-1.354	70.000			
00:00:00	-1.058	70.000			
00:00:00	-1.253	70.000			
00:00:00	-1.226	70.000			
00:00:00	-1.163	70.000			
00:00:00	-1.779	70.000			
