RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa3
Date:	06-07-2020
Time:	10:33:24
Duration:	119	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	3.488	70.000			
00:00:00	2.463	70.000			
00:00:00	1.325	70.000			
00:00:00	0.618	70.000			
00:00:00	-0.427	70.000			
00:00:00	-1.175	70.000			
00:00:00	-1.801	70.000			
00:00:00	-2.404	70.000			
00:00:00	-2.443	70.000			
00:00:00	-2.669	70.000			
00:00:00	-2.721	70.000			
00:00:00	-2.477	70.000			
00:00:00	-2.503	70.000			
00:00:00	-2.133	70.000			
00:00:00	-1.930	70.000			
00:00:00	-1.655	70.000			
00:00:00	-1.402	70.000			
00:00:00	-1.487	70.000			
00:00:00	-1.377	70.000			
00:00:00	-1.420	70.000			
00:00:00	-1.448	70.000			
00:00:00	-1.227	70.000			
00:00:00	-1.421	70.000			
00:00:00	-1.551	70.000			
00:00:00	-1.746	70.000			
00:00:00	-2.202	70.000			
00:00:00	-2.290	70.000			
00:00:00	-2.564	70.000			
00:00:00	-2.468	70.000			
00:00:00	-2.418	70.000			
00:00:00	-2.775	70.000			
00:00:00	-2.840	70.000			
00:00:00	-3.241	70.000			
00:00:00	-3.575	70.000			
00:00:00	-3.622	70.000			
00:00:00	-3.901	70.000			
00:00:00	-3.657	70.000			
00:00:00	-3.741	70.000			
00:00:00	-3.927	70.000			
00:00:00	-3.724	70.000			
00:00:00	-3.763	70.000			
00:00:00	-3.529	70.000			
00:00:00	-3.341	70.000			
00:00:00	-3.132	70.000			
00:00:00	-2.712	70.000			
00:00:00	-2.683	70.000			
00:00:00	-2.569	70.000			
00:00:00	-2.633	70.000			
00:00:00	-2.882	70.000			
00:00:00	-2.740	70.000			
00:00:00	-2.781	70.000			
00:00:00	-2.568	70.000			
00:00:00	-2.334	70.000			
00:00:00	-2.375	70.000			
00:00:00	-2.146	70.000			
00:00:00	-2.135	70.000			
00:00:00	-2.152	70.000			
00:00:00	-2.073	70.000			
00:00:00	-2.524	70.000			
00:00:00	-2.663	70.000			
00:00:00	-2.993	70.000			
00:00:00	-3.156	70.000			
00:00:00	-3.064	70.000			
00:00:00	-3.331	70.000			
00:00:00	-3.198	70.000			
00:00:00	-3.181	70.000			
00:00:00	-3.222	70.000			
00:00:00	-2.988	70.000			
00:00:00	-3.043	70.000			
00:00:00	-2.795	70.000			
00:00:00	-2.349	70.000			
00:00:00	-1.706	70.000			
00:00:00	-0.345	70.000			
00:00:00	0.836	70.000			
00:00:00	2.432	70.000			
00:00:00	4.223	70.000			
00:00:00	5.895	70.000			
00:00:00	7.910	70.000			
00:00:00	9.660	70.000			
00:00:00	11.306	70.000			
00:00:00	12.846	70.000			
00:00:00	13.857	70.000			
00:00:00	14.892	70.000			
00:00:00	15.505	70.000			
00:00:00	15.943	70.000			
00:00:00	16.498	70.000			
00:00:00	16.282	70.000			
00:00:00	16.035	70.000			
00:00:00	15.552	70.000			
00:00:00	14.898	70.000			
00:00:00	14.316	70.000			
00:00:00	13.341	70.000			
00:00:00	12.338	70.000			
