RAW Data export file (tab separated)


Client:	,kozawa
Session:	kozawa9
Date:	06-07-2020
Time:	10:51:10
Duration:	120	Seconds.
Output rate:	128	Samples/sec.

hh:mm:ss	128 SPS	32 SPS	
TIME	Sensor-G:BVP	HR (BVP)	Events	Segments	


00:00:00	-0.904	70.000			
00:00:00	-1.124	70.000			
00:00:00	-0.927	70.000			
00:00:00	-0.815	70.000			
00:00:00	-0.872	70.000			
00:00:00	-0.590	70.000			
00:00:00	-0.581	70.000			
00:00:00	-0.251	70.000			
00:00:00	0.137	70.000			
00:00:00	0.218	70.000			
00:00:00	0.612	70.000			
00:00:00	0.456	70.000			
00:00:00	0.353	70.000			
00:00:00	0.479	70.000			
00:00:00	0.147	70.000			
00:00:00	0.339	70.000			
00:00:00	0.226	70.000			
00:00:00	0.155	70.000			
00:00:00	0.193	70.000			
00:00:00	-0.231	70.000			
00:00:00	-0.208	70.000			
00:00:00	-0.418	70.000			
00:00:00	-0.581	70.000			
00:00:00	-0.557	70.000			
00:00:00	-1.039	70.000			
00:00:00	-0.941	70.000			
00:00:00	-1.100	70.000			
00:00:00	-1.527	70.000			
00:00:00	-1.529	70.000			
00:00:00	-1.988	70.000			
00:00:00	-2.027	70.000			
00:00:00	-1.996	70.000			
00:00:00	-2.300	70.000			
00:00:00	-2.111	70.000			
00:00:00	-2.149	70.000			
00:00:00	-2.143	70.000			
00:00:00	-2.061	70.000			
00:00:00	-2.407	70.000			
00:00:00	-2.267	70.000			
00:00:00	-2.373	70.000			
00:00:00	-2.373	70.000			
00:00:00	-2.069	70.000			
00:00:00	-2.321	70.000			
00:00:00	-2.224	70.000			
00:00:00	-2.129	70.000			
00:00:00	-2.008	70.000			
00:00:00	-1.559	70.000			
00:00:00	-1.676	70.000			
00:00:00	-1.578	70.000			
00:00:00	-1.532	70.000			
00:00:00	-1.587	70.000			
00:00:00	-1.380	70.000			
00:00:00	-1.454	70.000			
00:00:00	-1.436	70.000			
00:00:00	-1.296	70.000			
00:00:00	-1.512	70.000			
00:00:00	-1.281	70.000			
00:00:00	-1.348	70.000			
00:00:00	-1.333	70.000			
00:00:00	-1.157	70.000			
00:00:00	-1.143	70.000			
00:00:00	-0.808	70.000			
00:00:00	-0.852	70.000			
00:00:00	-0.922	70.000			
00:00:00	-0.546	70.000			
00:00:00	-0.396	70.000			
00:00:00	0.441	70.000			
00:00:00	1.429	70.000			
00:00:00	2.488	70.000			
00:00:00	4.158	70.000			
00:00:00	5.460	70.000			
00:00:00	7.111	70.000			
00:00:00	8.750	70.000			
00:00:00	9.951	70.000			
00:00:00	11.475	70.000			
00:00:00	12.272	70.000			
00:00:00	13.069	70.000			
00:00:00	13.704	70.000			
00:00:00	13.764	70.000			
00:00:00	14.043	70.000			
00:00:00	13.756	70.000			
00:00:00	13.470	70.000			
00:00:00	13.125	70.000			
00:00:00	12.273	70.000			
00:00:00	11.869	70.000			
00:00:00	11.021	70.000			
00:00:00	10.142	70.000			
00:00:00	9.627	70.000			
00:00:00	8.653	70.000			
00:00:00	8.001	70.000			
00:00:00	7.429	70.000			
00:00:00	6.555	70.000			
00:00:00	6.072	70.000			
00:00:00	5.160	70.000			
